,shop_id,shop_name,company_id,company_name,location,county_name,country_name,depot_id,shop_created_date,industry,subcription_id,subscription_start_date,subscription_end_date,duration_months,status
,2218,Dawa Point Farm Input,1017,DAWA POINT-AGROVET,POINT(36.147528333333 -0.32138666666667),Nakuru,Kenya,4539,20/12/2023,Agribusiness,920,20/12/2023,05/05/2024,4,expired
,222,BIOSCIENCES KENYA NYERI ROUTE,98,BIOSCIENCES KENYA,POINT(0 0),Kiambu,Kenya,,11/07/2023,Agribusiness,98,14/11/2023,14/11/2024,12,expired
,2222,Loyce Cosmetics,1019,Loyce Cosmetics,POINT(0.4556647 33.4819648),Mayuge,Uganda,,20/12/2023,Beauty Products & Cosmetics,918,20/12/2023,20/12/2024,12,expired
,2223,KIAMWERI AGROVET,1016,Kiamweri Agrovets,POINT(36.643081437796 -0.70057170465589),Nyandarua,Kenya,1453,20/12/2023,Agribusiness,1735,24/07/2024,24/08/2024,1,expired
,223,BIOSCIENCES KENYA - LOCAL ROUTE,98,BIOSCIENCES KENYA,POINT(37.2050567 -1.0564252),Kiambu,Kenya,,11/07/2023,Agribusiness,98,14/11/2023,14/11/2024,12,expired
,2231,Kiplokyi Farmlink Agrofeeds,1022,Kiplokyi Farmlink,POINT(35.3152441 -0.6611315),Bomet,Kenya,5758,20/12/2023,Agribusiness,919,16/11/2024,18/03/2025,4,active
,2232,Jikoni Spices Mwea,632,Jikoni Spices Plus Herbs,POINT(-0.6759646 37.3571787),Kirinyaga,Kenya,,20/12/2023,Consumer Goods,632,03/05/2024,03/08/2024,3,expired
,2235,Hi-Way Farm Supplies,1023,Hi-way Agrospace,POINT(36.724232 -1.281438),Kajiado,Kenya,4904,20/12/2023,Agribusiness,922,20/12/2023,07/03/2025,14,active
,2239,Angel Agrovet-Mto WaMbu,1025,Anjela Agrovet-Karatu,POINT(-0.2839741 36.0737479),Arusha,Tanzania,,20/12/2023,Agribusiness,936,23/12/2024,04/03/2025,2,active
,224,BIOSCIENCES KENYA - KINANGOP,98,BIOSCIENCES KENYA,POINT(36.57532513 -0.60440064),Kiambu,Kenya,,11/07/2023,Agribusiness,98,14/11/2023,14/11/2024,12,expired
,2247,ACKVAN,1029,ACKVAN,POINT(34.251175 0.4480772),Busia,Kenya,,20/12/2023,Electronics,923,20/12/2023,02/09/2024,8,expired
,2249,Victory Agro Matte,1030,Victory Agro Shop,POINT(1.431227732107358 31.35192845016718),Mityana,Uganda,,20/12/2023,Agribusiness,927,01/07/2024,29/12/2024,5,expired
,225,BIOSCIENCES KENYA - MERU,98,BIOSCIENCES KENYA,POINT(37.17568631 -1.05698335),Kiambu,Kenya,,11/07/2023,Agribusiness,98,14/11/2023,14/11/2024,12,expired
,2250,Kilifi Animal Feeds,1028,Kilifi Animals Feeds,POINT(-3.6279289 39.8517869),Kilifi,Kenya,5311,20/12/2023,Agribusiness,924,20/12/2023,24/07/2024,7,expired
,2256,TUMAINI STORES,1033,TUMAINI STORES,POINT(37.59307453 -0.06407363),Meru,Kenya,,20/12/2023,Consumer Goods,925,20/12/2023,01/04/2024,3,expired
,2257,SASUMUA FARM INPUT,1016,Kiamweri Agrovets,POINT(36.6463306 -0.7093245),Nyandarua,Kenya,2679,20/12/2023,Agribusiness,1735,24/07/2024,24/08/2024,1,expired
,226,BIOSCIENCES KENYA - WESTERN ROUTE,98,BIOSCIENCES KENYA,POINT(37.17572778 -1.05697637),Kiambu,Kenya,,11/07/2023,Agribusiness,98,14/11/2023,14/11/2024,12,expired
,2260,Blessed Agristores 1,1013,Blessed Agrovet,POINT(0.5077898 35.4362443),Kakamega,Kenya,1101,20/12/2023,Agribusiness,914,20/12/2023,20/12/2024,12,expired
,2263,HA-MUKIBIZI FARM  INPUT,1016,Kiamweri Agrovets,POINT(36.5585941 -0.723541),Nyandarua,Kenya,2096,20/12/2023,Agribusiness,1735,24/07/2024,24/08/2024,1,expired
,2264,Greenbelt Agrovet,808,Greenbelt Agrovet,POINT(0.8344661 35.121205),Uasin Gishu,Kenya,3150,20/12/2023,Agribusiness,928,20/12/2023,20/12/2025,24,active
,2266,Katonga Porkers,1036,Katonga shoppers,POINT(-0.6351482 30.6115396),Mbarara,Uganda,,20/12/2023,Consumer Goods,929,15/08/2024,15/09/2024,1,expired
,227,BIOSCIENCES KENYA - COAST,98,BIOSCIENCES KENYA,POINT(0 0),Kiambu,Kenya,,11/07/2023,Agribusiness,98,14/11/2023,14/11/2024,12,expired
,2275,Angel Agrovet-Majengo,1025,Anjela Agrovet-Karatu,POINT(-0.2839741 36.0737479),Arusha,Tanzania,,21/12/2023,Agribusiness,936,23/12/2024,04/03/2025,2,active
,2286,GIFT ANIMAL FEEDS,1045,Gift Animal Feeds,POINT(-0.6512034 36.6157666),Nyandarua,Kenya,4627,21/12/2023,Agribusiness,930,23/04/2024,28/02/2025,10,active
,2289,Mayap Farm Clinic,1046,Mayap,POINT(34.7621674 -0.0420446),Kisumu,Kenya,1943,21/12/2023,Agribusiness,931,18/06/2024,18/07/2024,1,expired
,229,JOSE HARDWARE,99,JOSE HARDWARE,POINT(30.268018 -0.868842),Ntungamo,Uganda,,12/07/2023,Hardware,99,14/11/2023,14/11/2024,12,expired
,2293,EFFIE SMART LADY,1048,EFFIE SMART LADY,POINT(-0.3896524 35.0124831),Kericho,Kenya,,21/12/2023,Other,1207,24/01/2024,28/01/2026,24,active
,2300,Nice Sweat Agrovet,1050,Nicesweet Agrovet-Nesuit,POINT(-0.3937393 35.9007356),Nakuru,Kenya,3472,21/12/2023,Agribusiness,1681,27/06/2024,27/07/2024,1,expired
,2303,UNIK ROYAL AGROVET,1052,Unik Royal Agrovet,POINT(36.62193893 -0.68827742),Nyandarua,Kenya,1463,21/12/2023,Agribusiness,933,04/06/2024,05/08/2024,2,expired
,2306,WESTENFIELD SHOP,920,WESTENFIELD BEAUTY,POINT(37.0609967 -1.2820439),Nairobi,Kenya,2821,21/12/2023,Agribusiness,1101,15/01/2024,15/01/2025,12,expired
,2311,PJ Agrovet,1054,PJ Agrovet,POINT(-0.23073230000000003 36.1187212),Nakuru,Kenya,1589,21/12/2023,Agribusiness,934,21/12/2023,24/07/2024,7,expired
,2312,SOBON AGROVET,1055,Sobon Agrovet,POINT(0.5173017 35.3399475),Uasin Gishu,Kenya,884,21/12/2023,Agribusiness,1913,15/10/2024,20/02/2025,4,active
,2316,Victory shop Nakaseeta,1030,Victory Agro Shop,POINT(0.8897703 31.8180048),Kiboga,Uganda,5418,21/12/2023,Agribusiness,927,01/07/2024,29/12/2024,5,expired
,2318,Favour Gas,897,Favour Packaging,POINT(-0.4233481 36.9549466),Nyeri,Kenya,,21/12/2023,"Consumer Goods,Groceries",2087,22/11/2024,22/02/2025,3,active
,2325,Jimnai Wholesale,454,Jimnai Rahisi Agrovet,POINT(-0.4755878 37.5113089),Embu,Kenya,,21/12/2023,"Consumer Goods,Groceries,Other",937,28/05/2024,28/06/2024,1,expired
,233,Noylick Animal Feeds,101,Noylick Animal Feeds,POINT(36.94347626 -1.15114119),Kiambu,Kenya,,13/07/2023,Agribusiness,101,14/11/2023,14/11/2024,12,expired
,2330,Kianjai Agrovet,1060,Kianjai Agrovet,POINT(0.1646346 37.760647),Meru,Kenya,871,21/12/2023,Agribusiness,939,03/01/2024,26/11/2025,22,active
,2349,Sagamu Agrovet,1069,Sagamu Agrovet,POINT(0 0),Kirinyaga,Kenya,4957,22/12/2023,Agribusiness,973,03/01/2024,03/02/2025,13,expired
,2353,Tarakwa B A Limited,1071,Tarakwa Boresha Agrochemicals Limited,POINT(0.2191074 35.4297361),Uasin Gishu,Kenya,5409,22/12/2023,Agribusiness,943,22/12/2023,23/12/2025,24,active
,2356,PHARMBEST AGROVET,1072,Agriculture,POINT(34.77622522 -0.08308804),Kisumu,Kenya,1702,22/12/2023,Agribusiness,3030,05/02/2025,05/03/2025,1,active
,2357,Best Hub Enterprises 1,256,Best Hub,POINT(-0.9558154999999999 37.1089369),Murang'a,Kenya,3235,22/12/2023,Agribusiness,2104,04/02/2025,04/03/2025,1,active
,236,Noy Feeds-Zipporah Ndungu,101,Noylick Animal Feeds,POINT(-1.15109358 36.94337767),Kiambu,Kenya,,13/07/2023,Agribusiness,101,14/11/2023,14/11/2024,12,expired
,237,Noy Feeds-Joyce Wairimu,101,Noylick Animal Feeds,POINT(-1.15109924 36.94337993),Kiambu,Kenya,,13/07/2023,Agribusiness,101,14/11/2023,14/11/2024,12,expired
,2383,SPIRE HARDWARE,1085,SPIRE HARDWARE,POINT(32.7524387 0.3609416),Mukono,Uganda,,28/12/2023,Hardware,953,05/02/2025,05/03/2025,1,active
,240,Noy Feeds-Hellen Mwangi,101,Noylick Animal Feeds,POINT(37.3575126 -0.5995956),Kiambu,Kenya,,14/07/2023,Agribusiness,101,14/11/2023,14/11/2024,12,expired
,2406,joam farm supply shop,1096,JOAM FARM SUPPLY,POINT(32.53277685 0.38350543),Ibanda,Uganda,1770,31/12/2023,Agribusiness,960,11/02/2025,11/03/2025,1,active
,241,Noy Feeds- Ann Mwangi,101,Noylick Animal Feeds,POINT(36.9458782 -1.1506958),Kiambu,Kenya,,14/07/2023,Agribusiness,101,14/11/2023,14/11/2024,12,expired
,2410,Kabatini Farmers Agrovet,1098,Kabatini Farmers Agrovet,POINT(-0.216434 36.1641931),Nakuru,Kenya,,31/12/2023,Agribusiness,961,14/03/2024,01/03/2025,11,active
,2421,Lonisha Agrovet,1103,Lonisha Agrovet,POINT(0 0),Nakuru,Kenya,5412,03/01/2024,Agribusiness,970,08/02/2024,11/03/2025,13,active
,2426,Agrifarm Agrovet,1104,Agrifarm Agrovet,POINT(0.5477454 35.2404584),Uasin Gishu,Kenya,5330,03/01/2024,Agribusiness,971,03/01/2024,03/01/2025,12,expired
,2428,TESO FARM SUPPLY,1106,TESO FARM SUPPLY,POINT(1.4876683 33.9303477),Kumi,Uganda,,03/01/2024,Agribusiness,974,09/07/2024,09/11/2024,4,expired
,2433,KAPSERET AGRO CONNECTION LTD,1107,Kapseret Agro Connection,POINT(35.1002891 0.2027386),Nandi,Kenya,5810,03/01/2024,Agribusiness,977,03/01/2024,11/01/2026,24,active
,2435,NEIGHBOURHOOD  ACADEMY &JUNIOR SECONDARY SCHOOL,1109,NEIGHBOURHOOD  ACADEMY.,POINT(-0.2249612 36.1465631),Nakuru,Kenya,,03/01/2024,Other,976,03/01/2024,03/02/2024,1,expired
,2436,DAZI VET SUPPLIES-GITHUNGURI,1108,Dazi Vet Supplies,POINT(36.7757224 -1.0587844),Kiambu,Kenya,2146,03/01/2024,Agribusiness,975,03/01/2024,03/01/2025,12,expired
,2447,LUCY ANIMAL FEEDS - GITHUNGURI,1114,Lucy Animal Feeds,POINT(36.7747124 -1.0571094),Kiambu,Kenya,3086,03/01/2024,Agribusiness,2355,03/01/2025,03/03/2025,2,active
,2450,Nyati agrovet kianjokoma,1115,Stella Shop,POINT(-0.3928179 37.5136416),Embu,Kenya,4648,03/01/2024,Agribusiness,980,03/01/2024,22/03/2024,2,expired
,2453,MAGLO FARMCARE SUPPLIES,1116,Maglo Farmcare Supplies,POINT(0.6089138 34.9670261),Uasin Gishu,Kenya,2179,03/01/2024,Agribusiness,981,05/02/2024,05/03/2024,1,expired
,2464,Nessuit Farmers Agrovet-Nessuit,1121,Nessuit Farmers Agrovet-Nessuir,POINT(-0.3907013 35.8980648),Nakuru,Kenya,5778,04/01/2024,Agribusiness,982,04/01/2024,07/03/2024,2,expired
,247,Maalsifa Minimart Uthiru,105,Maalsifa Minimart,POINT(-1.2599834 36.7110547),Nairobi,Kenya,,17/07/2023,Other,105,14/11/2023,14/11/2024,12,expired
,2472,Angaza electricals,1124,Angaza Electronics,POINT(35.23736671 0.17481864),Nandi,Kenya,2936,04/01/2024,"Agribusiness,Electronics",983,07/02/2025,07/03/2025,1,active
,2477,LAMUNDUS AGROSOLUTION,1126,LAMUNDUS AGROSOLUTION,POINT(0 0),Murang'a,Kenya,,04/01/2024,Agribusiness,985,04/01/2024,04/02/2024,1,expired
,2485,Green Garden Agrovet- Nessuit,1128,Green Garden Nessuit,POINT(0 0),Nakuru,Kenya,5772,04/01/2024,Agribusiness,986,04/01/2024,17/05/2024,4,expired
,2486,Sterling Seeds Limited Busega,1125,Sterling Seeds Main,POINT(0.3961029 32.5936513),Kampala,Uganda,5118,04/01/2024,Agribusiness,994,17/02/2025,17/03/2025,1,active
,2487,Sterling Seeds Limited Store steven,1125,Sterling Seeds Main,POINT(0.3037161 32.5234545),Kampala,Uganda,5121,04/01/2024,Agribusiness,994,17/02/2025,17/03/2025,1,active
,249,Noy Feeds- Sofia Nelima,101,Noylick Animal Feeds,POINT(0 0),Kiambu,Kenya,,17/07/2023,Agribusiness,101,14/11/2023,14/11/2024,12,expired
,2490,FARM SIMS LTD,449,FARM SIMS LIMITED,,Nandi,Kenya,5768,04/01/2024,Electronics,987,04/01/2024,04/02/2024,1,expired
,2493,NYAHURURU VET. AND AGRO. SUPPLIES LTD.,1129,Nyahururu Vet Centre,POINT(0.0382397 36.3650644),Nyandarua,Kenya,4779,04/01/2024,Agribusiness,1728,22/07/2024,22/08/2024,1,expired
,2496,Trust Quality Farm Supply,1131,Trust Quality Farm Supply,POINT(31.35055558 1.43200345),Hoima,Uganda,4724,04/01/2024,Agribusiness,1211,12/07/2024,12/08/2024,1,expired
,2498,SENOP AGRO SOLUTIONS LTD,1127,Senop Agro Solutions Limited,POINT(0.2558175 32.8166953),Mukono,Uganda,4659,04/01/2024,Agribusiness,999,22/07/2024,22/08/2025,13,active
,2499,NewKagumo Vet Centre Paybill 852648 Account 348889,1130,New kagumo Vet,POINT(-0.4762991 37.2354102),Kirinyaga,Kenya,3113,04/01/2024,Agribusiness,991,04/01/2024,04/01/2026,24,active
,2504,MALAMET AGROVET,1132,Malamet Agro Stores,POINT(35.2998351 0.2145131),Nandi,Kenya,5973,04/01/2024,Agribusiness,989,04/01/2024,04/01/2025,12,expired
,2505,Kipajeni General Enterprises,1133,Kipajeni General Enterprises,POINT(-3.6279624000000004 39.8520515),Kilifi,Kenya,5298,04/01/2024,Agribusiness,990,09/02/2024,13/03/2025,13,active
,2510,ROUISIANA AGROVET,1135,LOUISIANA AGROVET,POINT(0.0253658 36.4072335),Nyandarua,Kenya,1035,04/01/2024,Agribusiness,996,15/08/2024,15/09/2024,1,expired
,2522,Wakisa Agro Shop,1141,Wakisa Agro Shop,POINT(33.1247837 0.946689),Kamuli,Uganda,,04/01/2024,Agribusiness,1000,13/01/2025,13/02/2026,13,active
,2524,Sterling Seeds Limited Central,1125,Sterling Seeds Main,POINT(0.3035726 32.5235238),Kampala,Uganda,5126,04/01/2024,Agribusiness,994,17/02/2025,17/03/2025,1,active
,2527,Sterling Seeds Limited North Fortportal,1125,Sterling Seeds Main,POINT(0.3037161 32.5234545),Kampala,Uganda,5124,04/01/2024,Agribusiness,994,17/02/2025,17/03/2025,1,active
,2528,Sterling Seeds Limited East and West,1125,Sterling Seeds Main,POINT(0.3037161 32.5234545),Kampala,Uganda,5122,04/01/2024,Agribusiness,994,17/02/2025,17/03/2025,1,active
,2531,Ruiri farmers centre agrovet,1142,RUIRI FARMERS CENTRE,POINT(37.657863 0.15442),Meru,Kenya,827,04/01/2024,Agribusiness,1001,04/01/2024,04/02/2024,1,expired
,2532,Farmtech agrovet Gachuriri,1137,Ftech Agrovet,POINT(-0.7052538 37.5159743),Embu,Kenya,5763,04/01/2024,Agribusiness,998,10/10/2024,12/02/2025,4,expired
,2537,Prime Agrovet Mamboleo,1145,Prime Agro,POINT(34.79529748 -0.0500471),Kisumu,Kenya,2790,04/01/2024,Agribusiness,1002,04/01/2024,04/02/2024,1,expired
,2538,Mofmed,1110,OXYGEN HUB,,Abia,Nigeria,,04/01/2024,,978,20/05/2024,20/06/2024,1,expired
,2539,IsiAku,1110,OXYGEN HUB,,Abia,Nigeria,,04/01/2024,,978,20/05/2024,20/06/2024,1,expired
,2542,Farmspot Stores,831,Farmspot Stores,POINT(36.43146922 -0.71602232),Nakuru,Kenya,2451,05/01/2024,Agribusiness,829,07/02/2024,07/08/2024,6,expired
,2545,LINEAR AGROVET SERVICES,1147,Linear,POINT(-0.1251041 34.7544305),Kisumu,Kenya,1493,05/01/2024,Agribusiness,1003,08/05/2024,09/08/2024,3,expired
,2548,Kilimo Bora Agrovet,1148,Kilimobora Kangai,POINT(37.30133486 -0.62702544),Kirinyaga,Kenya,4813,05/01/2024,Agribusiness,1004,18/11/2024,15/03/2025,3,active
,2553,Farmers Mini Agrovet,1149,Farmers Mini Agrovet,POINT(0.4816738 35.3420283),Uasin Gishu,Kenya,5192,05/01/2024,Agribusiness,1005,08/03/2024,02/10/2024,6,expired
,2554,Joy Animal Feeds,1150,Joy Animal Feeds-Gatukuyu,POINT(36.9646334 -0.98453656),Kiambu,Kenya,5837,05/01/2024,Agribusiness,1006,02/05/2024,02/01/2025,8,expired
,2555,Pema Agrovet,780,Pema Agrovet,POINT(0.8423592380980282 34.99248235698103),Bungoma,Kenya,1646,05/01/2024,Agribusiness,957,21/10/2024,07/03/2025,4,active
,2558,Valmigo Mimea Mifugo,1151,Gordon Abwajoh,POINT(0 0),Migori,Kenya,5689,05/01/2024,Agribusiness,2145,07/12/2024,07/03/2025,3,active
,256,Noy Feeds - Aloysinus Kimathi,101,Noylick Animal Feeds,POINT(36.9435738 -1.1511852),Kiambu,Kenya,,17/07/2023,Agribusiness,101,14/11/2023,14/11/2024,12,expired
,2565,Tiva Agrovet,1153,Tiva,POINT(34.8536214 -0.1569106),Kisumu,Kenya,1926,05/01/2024,Agribusiness,1008,06/07/2024,06/08/2024,1,expired
,2568,Dakom Chemist,1155,Dakom Chemist,POINT(0.4431828 35.4250904),Uasin Gishu,Kenya,4593,05/01/2024,HealthCare,1009,05/01/2024,06/01/2026,24,active
,2575,Zionland Pharmaceuticals Ltd,1157,Zionland Pharmacy,POINT(-3.6200012 39.8580725),Kilifi,Kenya,3367,05/01/2024,HealthCare,1010,05/01/2024,05/02/2024,1,expired
,2576,Angel Agrovet-Manyara,1025,Anjela Agrovet-Karatu,POINT(-0.715199 36.4326565),Arusha,Tanzania,,05/01/2024,Agribusiness,936,23/12/2024,04/03/2025,2,active
,2583,Tegemeo Agro Feeds,1161,Tegemeo Agrofeeds,POINT(35.3694249 -0.5708099),Bomet,Kenya,5889,06/01/2024,Agribusiness,1011,08/04/2024,13/03/2025,11,active
,2584,Best Hub Enterprises 2,256,Best Hub,POINT(-0.9926727 37.1356922),Murang'a,Kenya,3236,06/01/2024,Agribusiness,2104,04/02/2025,04/03/2025,1,active
,2587,ORUNDU RABUOR,1162,Orundu,POINT(34.82856906 -0.15224253),Kisumu,Kenya,1603,06/01/2024,Agribusiness,1012,09/04/2024,10/08/2024,4,expired
,2592,Kona Greenland Agrovet,1164,Kona Greenland Agrovet,POINT(0.650553 34.9845714),Kakamega,Kenya,5938,06/01/2024,Agribusiness,1013,08/05/2024,03/03/2025,9,active
,2617,CKA Veterinary centre,1176,CKA Veterinary Centre,POINT(0.4410085 32.3552111),Wakiso,Uganda,5891,07/01/2024,Agribusiness,1015,08/07/2024,08/11/2024,4,expired
,262,Uganda Agrovet,109,Uganda Agrovet,POINT(36.761904790486 -1.2711856094249),Kampala,Uganda,,18/07/2023,Agribusiness,109,14/11/2023,14/11/2024,12,expired
,2638,UNITED STORES,1186,UNITED STORES,POINT(-0.7178209 36.4345963),Nakuru,Kenya,,08/01/2024,Other,1016,08/01/2024,15/03/2024,2,expired
,2644,LINGO FARM,1188,Lingo Agrovet,POINT(0.2853901 34.7486999),Kakamega,Kenya,3140,08/01/2024,Agribusiness,1018,08/01/2024,09/03/2024,2,expired
,2646,Memogrands Bendo Supplies Limited,1189,Memogrands Bendo Supplies Limited,POINT(-0.7357481 34.8424202),Kisii,Kenya,,08/01/2024,Hardware,3063,09/02/2025,09/03/2025,1,active
,265,Noy Feeds - Lucy Gachie,101,Noylick Animal Feeds,POINT(0 0),Kiambu,Kenya,,18/07/2023,Agribusiness,101,14/11/2023,14/11/2024,12,expired
,2655,Tororo Farmers Enterprises,1192,Tororo Farmers Supply,POINT(0.6931885 34.181126),Tororo,Uganda,2171,08/01/2024,Agribusiness,1023,09/09/2024,09/10/2025,13,active
,2657,WASTAHIKI DIGITAL SPARES,1193,WASTAHIKI DIGITAL,POINT(-0.2305329 37.7358935),Tharaka Nithi,Kenya,,08/01/2024,Automotives,1752,04/08/2024,12/02/2025,6,expired
,2658,ORUNDU - NYAGANDE,1162,Orundu,POINT(34.8498699 -0.20547313),Kisumu,Kenya,4815,08/01/2024,Agribusiness,1012,09/04/2024,10/08/2024,4,expired
,266,Noy Feeds - Peter Mwanza,101,Noylick Animal Feeds,POINT(0 0),Kiambu,Kenya,,18/07/2023,Agribusiness,101,14/11/2023,14/11/2024,12,expired
,2661,Kerio Valley Agrovet,1194,Kerio Valley Agrovet,POINT(0.6705664 35.5096696),Elgeyo Marakwet,Kenya,2673,08/01/2024,Agribusiness,1022,08/01/2024,15/08/2024,7,expired
,2664,Joyous Agrovet,1195,Joyous 1 Agrovet,POINT(0.2830323 35.2884834),Uasin Gishu,Kenya,1365,08/01/2024,Agribusiness,1024,08/01/2024,20/08/2024,7,expired
,2671,Joma Farm Supplies,1198,Joma Agrovet Kagio,POINT(-0.6236048 37.2539047),Kirinyaga,Kenya,1567,08/01/2024,Agribusiness,1026,10/05/2024,15/09/2024,4,expired
,2672,TetraFarm Agrovet,1191,Tetra Agrovet,POINT(-3.2256767 40.11577),Kilifi,Kenya,5856,08/01/2024,Agribusiness,1027,08/01/2024,08/02/2024,1,expired
,2675,KAPSAIMEN AGROVET&ANIMAL FEEDS,1199,KAPSAIMEN AGROVET & ANIMAL FEEDS 1,POINT(35.326331 0.2948095),Uasin Gishu,Kenya,1784,08/01/2024,Agribusiness,1028,08/01/2024,08/01/2025,12,expired
,2682,Kabotik Agro-vet,1202,Kabotik Agrovet,POINT(35.65639516 0.45697009),Baringo,Kenya,4814,08/01/2024,Agribusiness,3008,03/02/2025,03/03/2025,1,active
,2685,Farmjoint Agrovet 1,1201,Farmers Joint Agrovet Ena,POINT(-0.4743248 37.5500217),Embu,Kenya,4635,08/01/2024,Agribusiness,1030,09/09/2024,14/02/2025,5,expired
,2698,Marvelous Agrovet,1208,Marvelous Agrovet,POINT(34.4704294 -1.0673647),Migori,Kenya,,09/01/2024,Agribusiness,1032,09/01/2024,11/04/2024,3,expired
,2699,Super Export,1206,Supa Export,POINT(34.17618531 1.07063486),Jinja,Uganda,949,09/01/2024,Agribusiness,1034,01/02/2025,01/03/2025,1,active
,2702,Mukama Mulungi Buwama,949,Mukama Mulungi Farm Store Container Village,POINT(32.1098392 0.0660978),Masaka,Uganda,,09/01/2024,Agribusiness,872,02/01/2025,05/03/2025,2,active
,2707,AGROACRES FARMCARE,1210,Agroacres Farmcare Kiumbu,POINT(-0.718527 37.4636378),Kirinyaga,Kenya,1181,09/01/2024,Agribusiness,2475,15/01/2025,15/03/2025,2,active
,2708,SIMOTWO AGROVET,1211,Simatwo Agrovet,POINT(0.2188382 35.4300297),Uasin Gishu,Kenya,906,09/01/2024,Agribusiness,2337,22/12/2024,23/02/2025,2,active
,2717,CHARAGITA BIDII AGROVET,1215,Biddii Charagita Agrovet,POINT(-0.2767266 36.3758851),Nyandarua,Kenya,2464,09/01/2024,Agribusiness,1037,22/10/2024,22/11/2024,1,expired
,2719,Dakasi Agrovet,1216,Dakasi Agrover,POINT(0.3909194 34.4359422),Kakamega,Kenya,,09/01/2024,Agribusiness,1038,09/01/2024,09/01/2025,12,expired
,2724,AGRISOL AFRICA LIMITED 001,1218,Agrisol Africa Ltd,POINT(2.2462341 32.8974005),Lira,Uganda,1729,09/01/2024,Agribusiness,2396,18/02/2025,18/03/2025,1,active
,2726,Microjarm Agencies,1219,Microjarm Agencies,POINT(0.133791 34.8838642),Vihiga,Kenya,,09/01/2024,Consumer Goods,1039,09/01/2024,09/01/2025,12,expired
,2727,Microjarm Agencies Chavakali,1219,Microjarm Agencies,POINT(0.1338392 34.8838631),Vihiga,Kenya,,09/01/2024,Consumer Goods,1039,09/01/2024,09/01/2025,12,expired
,2728,Microjarm Agencies Amalemba,1219,Microjarm Agencies,POINT(0.1338392 34.8838631),Vihiga,Kenya,,09/01/2024,Consumer Goods,1039,09/01/2024,09/01/2025,12,expired
,2729,Microjarm Agencies Serem,1219,Microjarm Agencies,POINT(0.1338392 34.8838631),Vihiga,Kenya,,09/01/2024,Consumer Goods,1039,09/01/2024,09/01/2025,12,expired
,2738,BAMWE VET KIKAGATI BORDER,1221,BAMWE VET KIKAGATI BORDER 1,POINT(-1.0617462 30.649425),Isingiro,Uganda,5912,09/01/2024,Agribusiness,1045,13/02/2025,13/03/2025,1,active
,2739,Bamwe Agro Input Kikagate,1221,BAMWE VET KIKAGATI BORDER 1,POINT(-1.0617462 30.649425),Isingiro,Uganda,5999,09/01/2024,Agribusiness,1045,13/02/2025,13/03/2025,1,active
,2742,Mtandao Doktari agrovet Luanda,1223,Doktari Mtandao  Luanda,POINT(34.58540789 0.02202974),Vihiga,Kenya,2705,09/01/2024,Agribusiness,1046,10/01/2024,10/02/2024,1,expired
,2753,Feed & Fodder A. Centre,1225,Agrovet centre,POINT(-0.9597919583320618 36.980525970458984),Murang'a,Kenya,5622,09/01/2024,Agribusiness,1040,09/01/2024,23/06/2024,5,expired
,2768,Mano Agro Input Ent Ltd,1234,Mano Agro Inputs Ent,POINT(32.13685444 1.94842217),Singida,Uganda,3420,10/01/2024,Agribusiness,1044,21/01/2025,21/02/2025,1,active
,2771,Green Garden Agrovet- Kapsinendet,1235,Green Kapsinendet,POINT(0 0),Nakuru,Kenya,5855,10/01/2024,Agribusiness,1043,10/01/2024,10/02/2024,1,expired
,2773,Noble Agrovet Mayanja,1236,Noble Agrovet Mayanja,POINT(34.51679492 0.64796458),Bungoma,Kenya,,10/01/2024,Agribusiness,1042,10/01/2024,10/01/2025,12,expired
,2777,FRONTLINE ADD-ON,1238,Front line Add - On,POINT(-0.2553775 35.478209),Kericho,Kenya,,10/01/2024,Electronics,1048,10/01/2024,10/01/2025,12,expired
,2779,Gaah Auto Spares,1239,Gaah Auto Spares,POINT(0.598428 34.9032761),Kakamega,Kenya,,10/01/2024,"Automotives,Electronics",1047,10/01/2024,10/02/2024,1,expired
,2782,planetP Agrovet Oljoroorok,1240,Planet P Agrovet,POINT(-0.0731473 36.3646823),Nyandarua,Kenya,943,10/01/2024,Agribusiness,1049,28/02/2024,14/03/2025,12,active
,2787,Imarika Vet Center,1242,IMARIKA  VET CENTER LUANDA,POINT(0.0240007 34.5874448),Vihiga,Kenya,4014,10/01/2024,Agribusiness,1051,10/01/2024,10/02/2024,1,expired
,2791,WestFarm Agrovet Ltd,1241,WestFarm,POINT(-3.8645824 39.4755401),Kilifi,Kenya,5028,10/01/2024,Agribusiness,1056,10/01/2024,10/02/2024,1,expired
,2795,KKKK AGRO INPUTS,1245,KKKK AGRO INPUTS,,,Uganda,,10/01/2024,,1053,01/07/2024,01/08/2024,1,expired
,2811,KK-AGRO INPUTS LTD,1245,KKKK AGRO INPUTS,POINT(33.562988 0.375383),Mayuge,Uganda,3165,10/01/2024,Agribusiness,1053,01/07/2024,01/08/2024,1,expired
,2816,Raha Leo Agrovet Luanda,1254,Raha Leo Agrovet Luanda,POINT(0.030605700000000003 34.5831197),Vihiga,Kenya,4024,10/01/2024,Agribusiness,1052,10/01/2024,10/02/2024,1,expired
,2817,PurityKendi Feeds Depot,1241,WestFarm,,Kilifi,Kenya,5058,10/01/2024,Agribusiness,1056,10/01/2024,10/02/2024,1,expired
